Year,Week,Need State,Amount
2022,30,Need State 1,1059818.25
2022,31,Need State 1,398173.5
2022,32,Need State 1,470028.75
2022,33,Need State 1,323103.75
2022,34,Need State 1,296668.5
2022,35,Need State 1,252782.25
2022,36,Need State 1,507331.5
2022,37,Need State 1,430035.75
2022,38,Need State 1,226007.25
2022,39,Need State 1,903702.75
2022,40,Need State 1,404039.25
2022,41,Need State 1,467307.75
2022,42,Need State 1,355674.75
2022,43,Need State 1,464072.25
2022,44,Need State 1,584742.0
2022,45,Need State 1,341031.0
2022,46,Need State 1,290879.25
2022,47,Need State 1,404397.75
2022,48,Need State 1,1144957.5
2022,49,Need State 1,316549.5
2022,50,Need State 1,228326.25
2022,51,Need State 1,221402.25
2022,52,Need State 1,145563.75
2023,1,Need State 1,230725.5
2023,2,Need State 1,402216.75
2023,3,Need State 1,227010.0
2023,4,Need State 1,660403.5
2023,5,Need State 1,216312.75
2023,6,Need State 1,470031.75
2023,7,Need State 1,970320.75
2023,8,Need State 1,675896.25
2023,9,Need State 1,490109.25
2023,10,Need State 1,491008.5
2023,11,Need State 1,308736.0
2023,12,Need State 1,1049037.75
2023,13,Need State 1,645898.5
2023,14,Need State 1,1002380.25
2023,15,Need State 1,1767828.75
2023,16,Need State 1,176432.25
2023,17,Need State 1,269017.5
2023,18,Need State 1,206453.25
2023,19,Need State 1,390882.75
2023,20,Need State 1,1487977.5
2023,21,Need State 1,698655.75
2023,22,Need State 1,746046.75
2023,23,Need State 1,999733.5
2023,24,Need State 1,531712.5
2023,25,Need State 1,377751.0
2023,26,Need State 1,250761.0
2023,27,Need State 1,1204352.25
2023,28,Need State 1,367971.0
2023,29,Need State 1,868491.75
2023,30,Need State 1,770667.0
2023,31,Need State 1,557550.75
2023,32,Need State 1,483608.25
2023,33,Need State 1,433434.0
2023,34,Need State 1,724118.25
2023,35,Need State 1,330154.5
2023,36,Need State 1,348156.75
2023,37,Need State 1,310632.0
2023,38,Need State 1,456982.5
2023,39,Need State 1,436667.25
2023,40,Need State 1,356974.5
2023,41,Need State 1,550887.0
2023,42,Need State 1,905002.5
2023,43,Need State 1,196313.25
2023,46,Need State 1,0.0
2023,50,Need State 1,0.0
2021,1,Need State 2,251858.25
2021,2,Need State 2,510633.75
2021,3,Need State 2,525278.25
2021,4,Need State 2,480166.5
2021,5,Need State 2,304409.25
2021,6,Need State 2,460572.0
2021,7,Need State 2,283466.25
2021,8,Need State 2,419211.0
2021,9,Need State 2,321424.5
2021,10,Need State 2,285894.0
2021,11,Need State 2,389976.0
2021,12,Need State 2,357771.0
2021,13,Need State 2,275889.75
2021,14,Need State 2,354687.0
2021,15,Need State 2,328035.75
2021,16,Need State 2,259767.75
2021,17,Need State 2,290293.5
2021,18,Need State 2,319240.5
2021,19,Need State 2,261920.25
2021,20,Need State 2,271785.0
2021,21,Need State 2,516226.5
2021,22,Need State 2,402544.5
2021,23,Need State 2,389661.75
2021,24,Need State 2,522888.0
2021,25,Need State 2,442374.75
2021,26,Need State 2,371931.0
2021,27,Need State 2,447534.0
2021,28,Need State 2,430443.0
2021,29,Need State 2,351768.0
2021,30,Need State 2,304865.25
2021,31,Need State 2,542931.75
2021,32,Need State 2,483064.5
2021,33,Need State 2,334887.75
2021,34,Need State 2,179756.25
2021,35,Need State 2,552717.75
2021,36,Need State 2,170965.5
2021,37,Need State 2,419973.75
2021,38,Need State 2,565623.0
2021,39,Need State 2,282459.0
2021,40,Need State 2,267213.75
2021,41,Need State 2,468106.5
2021,42,Need State 2,286435.5
2021,43,Need State 2,478903.5
2021,44,Need State 2,512168.25
2021,45,Need State 2,596028.75
2021,46,Need State 2,341327.25
2021,47,Need State 2,506841.0
2021,48,Need State 2,367848.75
2021,49,Need State 2,330722.25
2021,50,Need State 2,256461.0
2021,51,Need State 2,395858.25
2021,52,Need State 2,95872.5
2022,1,Need State 2,239328.75
2022,2,Need State 2,299952.0
2022,3,Need State 2,367634.25
2022,4,Need State 2,250038.0
2022,5,Need State 2,253847.25
2022,6,Need State 2,243423.75
2022,7,Need State 2,328047.0
2022,8,Need State 2,188490.75
2022,9,Need State 2,361269.75
2022,10,Need State 2,414115.5
2022,11,Need State 2,324297.0
2022,12,Need State 2,453584.25
2022,13,Need State 2,378236.25
2022,14,Need State 2,260363.25
2022,15,Need State 2,323847.75
2022,16,Need State 2,354027.75
2022,17,Need State 2,422487.0
2022,18,Need State 2,383335.5
2022,19,Need State 2,557058.0
2022,20,Need State 2,364514.25
2022,21,Need State 2,475058.25
2022,22,Need State 2,253146.0
2022,23,Need State 2,544197.0
2022,24,Need State 2,559325.25
2022,25,Need State 2,355576.5
2022,26,Need State 2,256360.5
2022,27,Need State 2,259917.0
2022,28,Need State 2,456874.5
2022,29,Need State 2,433179.75
2022,30,Need State 2,574308.0
2022,31,Need State 2,249181.5
2022,32,Need State 2,281360.25
2022,33,Need State 2,335745.0
2022,34,Need State 2,584072.25
2022,35,Need State 2,583513.5
2022,36,Need State 2,289881.0
2022,37,Need State 2,775083.75
2022,38,Need State 2,727547.25
2022,39,Need State 2,363558.75
2022,40,Need State 2,474627.0
2022,41,Need State 2,136749.0
2022,42,Need State 2,534037.5
2022,43,Need State 2,464114.25
2022,44,Need State 2,403141.5
2022,45,Need State 2,412296.0
2022,46,Need State 2,294026.25
2022,47,Need State 2,588874.5
2022,48,Need State 2,532884.0
2022,49,Need State 2,336580.5
2022,50,Need State 2,530332.5
2022,51,Need State 2,455372.25
2022,52,Need State 2,525502.5
2023,1,Need State 2,355815.0
2023,2,Need State 2,304145.25
2023,3,Need State 2,332245.5
2023,4,Need State 2,718207.5
2023,5,Need State 2,282531.75
2023,6,Need State 2,447660.75
2023,7,Need State 2,524059.5
2023,8,Need State 2,273267.75
2023,9,Need State 2,261685.5
2023,10,Need State 2,592058.25
2023,11,Need State 2,129294.0
2023,12,Need State 2,621302.25
2023,13,Need State 2,514803.0
2023,14,Need State 2,257869.5
2023,15,Need State 2,517135.5
2023,16,Need State 2,394596.0
2023,17,Need State 2,289171.5
2023,18,Need State 2,416315.25
2023,19,Need State 2,464193.0
2023,20,Need State 2,375784.5
2023,21,Need State 2,361045.5
2023,22,Need State 2,437103.0
2023,23,Need State 2,400559.25
2023,24,Need State 2,248578.5
2023,25,Need State 2,384285.75
2023,26,Need State 2,396233.25
2023,27,Need State 2,282381.0
2023,28,Need State 2,472785.0
2023,29,Need State 2,386856.75
2023,30,Need State 2,602944.5
2023,31,Need State 2,392298.75
2023,32,Need State 2,282449.25
2023,33,Need State 2,259446.75
2023,34,Need State 2,877786.5
2023,35,Need State 2,535204.5
2023,36,Need State 2,529875.75
2023,37,Need State 2,622177.5
2023,38,Need State 2,570400.5
2023,39,Need State 2,373893.75
2023,40,Need State 2,296038.5
2023,41,Need State 2,221686.5
2023,42,Need State 2,523613.25
2023,43,Need State 2,17168.25
2023,46,Need State 2,0.0
2023,50,Need State 2,0.0
2021,1,Need State 3,209473.5
2021,2,Need State 3,683112.0
2021,3,Need State 3,627825.75
2021,4,Need State 3,318566.25
2021,5,Need State 3,439665.0
2021,6,Need State 3,445863.75
2021,7,Need State 3,334146.75
2021,8,Need State 3,332299.5
2021,9,Need State 3,345800.25
2021,10,Need State 3,399765.0
2021,11,Need State 3,251854.5
2021,12,Need State 3,462864.75
2021,13,Need State 3,264009.75
2021,14,Need State 3,588178.5
2021,15,Need State 3,463776.75
2021,16,Need State 3,327388.5
2021,17,Need State 3,212003.25
2021,18,Need State 3,289918.5
2021,19,Need State 3,229689.0
2021,20,Need State 3,175822.5
2021,21,Need State 3,468210.75
2021,22,Need State 3,401921.25
2021,23,Need State 3,328473.75
2021,24,Need State 3,582267.75
2021,25,Need State 3,697846.5
2021,26,Need State 3,733339.5
2021,27,Need State 3,622235.25
2021,28,Need State 3,473646.0
2021,29,Need State 3,531840.0
2021,30,Need State 3,177859.5
2021,31,Need State 3,353543.25
2021,32,Need State 3,272973.75
2021,33,Need State 3,341965.5
2021,34,Need State 3,220227.0
2021,35,Need State 3,177987.0
2021,36,Need State 3,219709.5
2021,37,Need State 3,266729.25
2021,38,Need State 3,481889.25
2021,39,Need State 3,560955.0
2021,40,Need State 3,243669.0
2021,41,Need State 3,323962.5
2021,42,Need State 3,129718.5
2021,43,Need State 3,237707.25
2021,44,Need State 3,229542.75
2021,45,Need State 3,377853.0
2021,46,Need State 3,352458.0
2021,47,Need State 3,477817.5
2021,48,Need State 3,159486.0
2021,49,Need State 3,375309.0
2021,50,Need State 3,398690.25
2021,51,Need State 3,326622.0
2021,52,Need State 3,152532.75
2022,1,Need State 3,146636.25
2022,2,Need State 3,398277.0
2022,3,Need State 3,406825.5
2022,4,Need State 3,297513.0
2022,5,Need State 3,424525.5
2022,6,Need State 3,524013.75
2022,7,Need State 3,393878.25
2022,8,Need State 3,168665.25
2022,9,Need State 3,269997.75
2022,10,Need State 3,213970.5
2022,11,Need State 3,317165.25
2022,12,Need State 3,465645.75
2022,13,Need State 3,479124.0
2022,14,Need State 3,256968.0
2022,15,Need State 3,228345.0
2022,16,Need State 3,289380.75
2022,17,Need State 3,589102.5
2022,18,Need State 3,461808.0
2022,19,Need State 3,448005.0
2022,20,Need State 3,218375.25
2022,21,Need State 3,405483.0
2022,22,Need State 3,279737.25
2022,23,Need State 3,425300.25
2022,24,Need State 3,427752.75
2022,25,Need State 3,941070.0
2022,26,Need State 3,269085.75
2022,27,Need State 3,302958.75
2022,28,Need State 3,331095.0
2022,29,Need State 3,562457.25
2022,30,Need State 3,895302.0
2022,31,Need State 3,541816.5
2022,32,Need State 3,387649.5
2022,33,Need State 3,340545.0
2022,34,Need State 3,284383.5
2022,35,Need State 3,189370.5
2022,36,Need State 3,194817.0
2022,37,Need State 3,459683.25
2022,38,Need State 3,510553.5
2022,39,Need State 3,348709.5
2022,40,Need State 3,311898.75
2022,41,Need State 3,84457.5
2022,42,Need State 3,243857.25
2022,43,Need State 3,268193.25
2022,44,Need State 3,359943.75
2022,45,Need State 3,291117.0
2022,46,Need State 3,290472.0
2022,47,Need State 3,387636.75
2022,48,Need State 3,322858.5
2022,49,Need State 3,404150.25
2022,50,Need State 3,397554.75
2022,51,Need State 3,354156.75
2022,52,Need State 3,371010.75
2023,1,Need State 3,323960.25
2023,2,Need State 3,309346.5
2023,3,Need State 3,340034.25
2023,4,Need State 3,435669.0
2023,5,Need State 3,320430.75
2023,6,Need State 3,511701.0
2023,7,Need State 3,313763.25
2023,8,Need State 3,193104.75
2023,9,Need State 3,145835.25
2023,10,Need State 3,138671.25
2023,11,Need State 3,163649.25
2023,12,Need State 3,218181.75
2023,13,Need State 3,385325.25
2023,14,Need State 3,194237.25
2023,15,Need State 3,359034.0
2023,16,Need State 3,336595.5
2023,17,Need State 3,483687.0
2023,18,Need State 3,472200.0
2023,19,Need State 3,327549.75
2023,20,Need State 3,217059.75
2023,21,Need State 3,276441.0
2023,22,Need State 3,278223.75
2023,23,Need State 3,216627.75
2023,24,Need State 3,244434.0
2023,25,Need State 3,635149.5
2023,26,Need State 3,495052.5
2023,27,Need State 3,298498.5
2023,28,Need State 3,344888.25
2023,29,Need State 3,351816.75
2023,30,Need State 3,543558.0
2023,31,Need State 3,406000.5
2023,32,Need State 3,215514.0
2023,33,Need State 3,217524.75
2023,34,Need State 3,512045.25
2023,35,Need State 3,385449.0
2023,36,Need State 3,249826.5
2023,37,Need State 3,530941.5
2023,38,Need State 3,355029.0
2023,39,Need State 3,199078.5
2023,40,Need State 3,301844.25
2023,41,Need State 3,121078.5
2023,42,Need State 3,377325.75
2023,43,Need State 3,19847.25
2023,46,Need State 3,0.0
2023,50,Need State 3,0.0
2021,1,Need State 4,373678.5
2021,2,Need State 4,597628.5
2021,3,Need State 4,300238.5
2021,4,Need State 4,319001.25
2021,5,Need State 4,433508.25
2021,6,Need State 4,640492.5
2021,7,Need State 4,448128.0
2021,8,Need State 4,412890.0
2021,9,Need State 4,331031.25
2021,10,Need State 4,461514.75
2021,11,Need State 4,388106.25
2021,12,Need State 4,476425.5
2021,13,Need State 4,488613.75
2021,14,Need State 4,475796.25
2021,15,Need State 4,357441.75
2021,16,Need State 4,518808.0
2021,17,Need State 4,343884.0
2021,18,Need State 4,460024.5
2021,19,Need State 4,368431.5
2021,20,Need State 4,186488.25
2021,21,Need State 4,295438.5
2021,22,Need State 4,341385.75
2021,23,Need State 4,536329.5
2021,24,Need State 4,491120.25
2021,25,Need State 4,366459.75
2021,26,Need State 4,477507.0
2021,27,Need State 4,272110.5
2021,28,Need State 4,349866.0
2021,29,Need State 4,451622.25
2021,30,Need State 4,309791.25
2021,31,Need State 4,629710.5
2021,32,Need State 4,742052.25
2021,33,Need State 4,715980.75
2021,34,Need State 4,336958.5
2021,35,Need State 4,249434.25
2021,36,Need State 4,329004.0
2021,37,Need State 4,459801.75
2021,38,Need State 4,444409.5
2021,39,Need State 4,545457.75
2021,40,Need State 4,414002.25
2021,41,Need State 4,835918.5
2021,42,Need State 4,285377.25
2021,43,Need State 4,263670.0
2021,44,Need State 4,396127.5
2021,45,Need State 4,362800.5
2021,46,Need State 4,322544.25
2021,47,Need State 4,525870.75
2021,48,Need State 4,446012.25
2021,49,Need State 4,370164.75
2021,50,Need State 4,302901.75
2021,51,Need State 4,790806.75
2021,52,Need State 4,225032.25
2022,1,Need State 4,231120.75
2022,2,Need State 4,638800.5
2022,3,Need State 4,573999.0
2022,4,Need State 4,300548.25
2022,5,Need State 4,455489.25
2022,6,Need State 4,436341.0
2022,7,Need State 4,448062.75
2022,8,Need State 4,193704.0
2022,9,Need State 4,408852.75
2022,10,Need State 4,477458.25
2022,11,Need State 4,236302.5
2022,12,Need State 4,419783.25
2022,13,Need State 4,377538.75
2022,14,Need State 4,213425.25
2022,15,Need State 4,290613.75
2022,16,Need State 4,286107.75
2022,17,Need State 4,458959.5
2022,18,Need State 4,440440.5
2022,19,Need State 4,570684.0
2022,20,Need State 4,354081.0
2022,21,Need State 4,330423.75
2022,22,Need State 4,280140.0
2022,23,Need State 4,336489.75
2022,24,Need State 4,447780.75
2022,25,Need State 4,539620.5
2022,26,Need State 4,317520.75
2022,27,Need State 4,279173.25
2022,28,Need State 4,456045.0
2022,29,Need State 4,697983.0
2022,30,Need State 4,476877.75
2022,31,Need State 4,212052.0
2022,32,Need State 4,294522.0
2022,33,Need State 4,682317.75
2022,34,Need State 4,434454.75
2022,35,Need State 4,314837.25
2022,36,Need State 4,426658.5
2022,37,Need State 4,720237.0
2022,38,Need State 4,469861.5
2022,39,Need State 4,372435.75
2022,40,Need State 4,494211.0
2022,41,Need State 4,333120.75
2022,42,Need State 4,677653.5
2022,43,Need State 4,450099.0
2022,44,Need State 4,432845.25
2022,45,Need State 4,504084.75
2022,46,Need State 4,328572.0
2022,47,Need State 4,643941.0
2022,48,Need State 4,470153.25
2022,49,Need State 4,252555.0
2022,50,Need State 4,507743.25
2022,51,Need State 4,481603.5
2022,52,Need State 4,347997.0
2023,1,Need State 4,317171.25
2023,2,Need State 4,275616.0
2023,3,Need State 4,759098.25
2023,4,Need State 4,354993.0
2023,5,Need State 4,405148.5
2023,6,Need State 4,499875.0
2023,7,Need State 4,417354.75
2023,8,Need State 4,266517.75
2023,9,Need State 4,347949.75
2023,10,Need State 4,399438.0
2023,11,Need State 4,335752.5
2023,12,Need State 4,453015.75
2023,13,Need State 4,466305.0
2023,14,Need State 4,285252.75
2023,15,Need State 4,421256.25
2023,16,Need State 4,367767.75
2023,17,Need State 4,368679.75
2023,18,Need State 4,413159.25
2023,19,Need State 4,458248.5
2023,20,Need State 4,291272.25
2023,21,Need State 4,364135.5
2023,22,Need State 4,386433.75
2023,23,Need State 4,553309.5
2023,24,Need State 4,288504.0
2023,25,Need State 4,423143.25
2023,26,Need State 4,365324.25
2023,27,Need State 4,278976.0
2023,28,Need State 4,452683.5
2023,29,Need State 4,458682.0
2023,30,Need State 4,445416.75
2023,31,Need State 4,556152.75
2023,32,Need State 4,289188.75
2023,33,Need State 4,464343.0
2023,34,Need State 4,644532.75
2023,35,Need State 4,552603.0
2023,36,Need State 4,212412.75
2023,37,Need State 4,438662.25
2023,38,Need State 4,432406.5
2023,39,Need State 4,460226.25
2023,40,Need State 4,359041.5
2023,41,Need State 4,240855.75
2023,42,Need State 4,529374.75
2023,43,Need State 4,22635.0
2023,46,Need State 4,0.0
2023,50,Need State 4,0.0
2021,1,Need State 5,246819.75
2021,2,Need State 5,465099.75
2021,3,Need State 5,548790.75
2021,4,Need State 5,553418.25
2021,5,Need State 5,323542.5
2021,6,Need State 5,524925.0
2021,7,Need State 5,462306.75
2021,8,Need State 5,509691.75
2021,9,Need State 5,224058.75
2021,10,Need State 5,420538.5
2021,11,Need State 5,287581.5
2021,12,Need State 5,660348.75
2021,13,Need State 5,864904.5
2021,14,Need State 5,992937.0
2021,15,Need State 5,555201.75
2021,16,Need State 5,324018.75
2021,17,Need State 5,407784.75
2021,18,Need State 5,588853.5
2021,19,Need State 5,462042.75
2021,20,Need State 5,437219.25
2021,21,Need State 5,1303386.0
2021,22,Need State 5,444084.0
2021,23,Need State 5,475248.0
2021,24,Need State 5,424869.0
2021,25,Need State 5,669768.0
2021,26,Need State 5,816594.0
2021,27,Need State 5,697385.25
2021,28,Need State 5,506658.75
2021,29,Need State 5,442292.25
2021,30,Need State 5,447265.5
2021,31,Need State 5,585342.0
2021,32,Need State 5,531677.25
2021,33,Need State 5,1149696.0
2021,34,Need State 5,772803.0
2021,35,Need State 5,350067.75
2021,36,Need State 5,431654.25
2021,37,Need State 5,401247.75
2021,38,Need State 5,477400.5
2021,39,Need State 5,686050.5
2021,40,Need State 5,236986.5
2021,41,Need State 5,1000242.75
2021,42,Need State 5,381074.25
2021,43,Need State 5,387342.0
2021,44,Need State 5,344643.0
2021,45,Need State 5,474536.25
2021,46,Need State 5,336150.0
2021,47,Need State 5,332483.25
2021,48,Need State 5,206840.25
2021,49,Need State 5,354144.0
2021,50,Need State 5,370041.75
2021,51,Need State 5,785989.5
2021,52,Need State 5,301517.25
2022,1,Need State 5,323888.25
2022,2,Need State 5,564081.0
2022,3,Need State 5,328036.5
2022,4,Need State 5,472599.75
2022,5,Need State 5,517918.5
2022,6,Need State 5,266755.5
2022,7,Need State 5,311679.75
2022,8,Need State 5,177261.75
2022,9,Need State 5,1193739.0
2022,10,Need State 5,670185.75
2022,11,Need State 5,291765.75
2022,12,Need State 5,680735.25
2022,13,Need State 5,829482.75
2022,14,Need State 5,905097.75
2022,15,Need State 5,446220.75
2022,16,Need State 5,640003.5
2022,17,Need State 5,239607.0
2022,18,Need State 5,1422577.5
2022,19,Need State 5,884607.75
2022,20,Need State 5,1185709.5
2022,21,Need State 5,634808.25
2022,22,Need State 5,344255.25
2022,23,Need State 5,304602.75
2022,24,Need State 5,627080.25
2022,25,Need State 5,517377.0
2022,26,Need State 5,284659.5
2022,27,Need State 5,425949.75
2022,28,Need State 5,811161.0
2022,29,Need State 5,569270.25
2022,30,Need State 5,778722.75
2022,31,Need State 5,566001.75
2022,32,Need State 5,911864.25
2022,33,Need State 5,611402.25
2022,34,Need State 5,521358.0
2022,35,Need State 5,950898.75
2022,36,Need State 5,428981.25
2022,37,Need State 5,437718.75
2022,38,Need State 5,357991.5
2022,39,Need State 5,539021.25
2022,40,Need State 5,768370.5
2022,41,Need State 5,294296.25
2022,42,Need State 5,437852.25
2022,43,Need State 5,231427.5
2022,44,Need State 5,263952.0
2022,45,Need State 5,631227.0
2022,46,Need State 5,1653645.0
2022,47,Need State 5,518326.5
2022,48,Need State 5,833511.75
2022,49,Need State 5,567624.75
2022,50,Need State 5,207589.5
2022,51,Need State 5,279925.5
2022,52,Need State 5,105966.0
2023,1,Need State 5,212403.0
2023,2,Need State 5,591490.5
2023,3,Need State 5,509800.5
2023,4,Need State 5,457559.25
2023,5,Need State 5,512340.75
2023,6,Need State 5,317072.25
2023,7,Need State 5,247135.5
2023,8,Need State 5,277707.0
2023,9,Need State 5,1066735.5
2023,10,Need State 5,1108142.25
2023,11,Need State 5,547003.5
2023,12,Need State 5,791797.5
2023,13,Need State 5,700515.75
2023,14,Need State 5,162457.5
2023,15,Need State 5,1151739.0
2023,16,Need State 5,840242.25
2023,17,Need State 5,787181.25
2023,18,Need State 5,351789.0
2023,19,Need State 5,481986.75
2023,20,Need State 5,203718.0
2023,21,Need State 5,638432.25
2023,22,Need State 5,306576.0
2023,23,Need State 5,325687.5
2023,24,Need State 5,1348201.5
2023,25,Need State 5,562329.75
2023,26,Need State 5,355639.5
2023,27,Need State 5,588289.5
2023,28,Need State 5,571829.25
2023,29,Need State 5,613476.75
2023,30,Need State 5,547067.25
2023,31,Need State 5,360810.0
2023,32,Need State 5,714004.5
2023,33,Need State 5,1046736.0
2023,34,Need State 5,532166.25
2023,35,Need State 5,351393.0
2023,36,Need State 5,491935.5
2023,37,Need State 5,586676.25
2023,38,Need State 5,492169.5
2023,39,Need State 5,642145.5
2023,40,Need State 5,628323.75
2023,41,Need State 5,600489.0
2023,42,Need State 5,1061086.5
2023,43,Need State 5,73047.0
2023,46,Need State 5,0.0
2023,50,Need State 5,0.0
