Year,Week,Need State,Amount
2022,36,Need State 1,11717
2022,37,Need State 1,16301
2022,38,Need State 1,6738
2022,39,Need State 1,4873
2022,40,Need State 1,11952
2022,41,Need State 1,2335
2022,42,Need State 1,11713
2022,43,Need State 1,13447
2022,44,Need State 1,10264
2022,45,Need State 1,1071
2022,46,Need State 1,16525
2022,47,Need State 1,15881
2022,48,Need State 1,17742
2022,49,Need State 1,8183
2022,50,Need State 1,6013
2022,51,Need State 1,18315
2022,52,Need State 1,12841
2023,1,Need State 1,5753
2023,2,Need State 1,2909
2023,3,Need State 1,15668
2023,4,Need State 1,3775
2023,5,Need State 1,14321
2023,6,Need State 1,3752
2023,7,Need State 1,3968
2023,8,Need State 1,2071
2023,9,Need State 1,9207
2023,10,Need State 1,8276
2023,11,Need State 1,4348
2023,12,Need State 1,15176
2023,13,Need State 1,8510
2023,14,Need State 1,15391
2023,15,Need State 1,16705
2023,16,Need State 1,13521
2023,17,Need State 1,15707
2023,18,Need State 1,15438
2023,19,Need State 1,13488
2023,20,Need State 1,15138
2023,21,Need State 1,17033
2023,22,Need State 1,1639
2023,23,Need State 1,6824
2023,24,Need State 1,4180
2023,25,Need State 1,1768
2023,26,Need State 1,4944
2023,27,Need State 1,19109
2023,28,Need State 1,5981
2023,29,Need State 1,1010
2023,30,Need State 1,12629
2023,31,Need State 1,3259
2023,32,Need State 1,16012
2023,33,Need State 1,7969
2023,34,Need State 1,12031
2023,35,Need State 1,18593
2023,36,Need State 1,8849
2023,37,Need State 1,13774
2023,38,Need State 1,5617
2023,39,Need State 1,8446
2023,40,Need State 1,19765
2023,41,Need State 1,2918
2023,42,Need State 1,10743
2023,43,Need State 1,7823
2023,46,Need State 1,19575
2023,50,Need State 1,15705
2021,1,Need State 2,14264
2021,2,Need State 2,12329
2021,3,Need State 2,6351
2021,4,Need State 2,14715
2021,5,Need State 2,16092
2021,6,Need State 2,14668
2021,7,Need State 2,13585
2021,8,Need State 2,3618
2021,9,Need State 2,8769
2021,10,Need State 2,3207
2021,11,Need State 2,14429
2021,12,Need State 2,14734
2021,13,Need State 2,12858
2021,14,Need State 2,2154
2021,15,Need State 2,6502
2021,16,Need State 2,18712
2021,17,Need State 2,17405
2021,18,Need State 2,18213
2021,19,Need State 2,6551
2021,20,Need State 2,15869
2021,21,Need State 2,18754
2021,22,Need State 2,4772
2021,23,Need State 2,10817
2021,24,Need State 2,15620
2021,25,Need State 2,4547
2021,26,Need State 2,10039
2021,27,Need State 2,5031
2021,28,Need State 2,8468
2021,29,Need State 2,7350
2021,30,Need State 2,9963
2021,31,Need State 2,8420
2021,32,Need State 2,19872
2021,33,Need State 2,6964
2021,34,Need State 2,2505
2021,35,Need State 2,13926
2021,36,Need State 2,18209
2021,37,Need State 2,16815
2021,38,Need State 2,5066
2021,39,Need State 2,17269
2021,40,Need State 2,8489
2021,41,Need State 2,16672
2021,42,Need State 2,12284
2021,43,Need State 2,4953
2021,44,Need State 2,11722
2021,45,Need State 2,8842
2021,46,Need State 2,18401
2021,47,Need State 2,1604
2021,48,Need State 2,14286
2021,49,Need State 2,19020
2021,50,Need State 2,17115
2021,51,Need State 2,1031
2021,52,Need State 2,2114
2022,1,Need State 2,11157
2022,2,Need State 2,4323
2022,3,Need State 2,18475
2022,4,Need State 2,9048
2022,5,Need State 2,3315
2022,6,Need State 2,7121
2022,7,Need State 2,1555
2022,8,Need State 2,3035
2022,9,Need State 2,8002
2022,10,Need State 2,12148
2022,11,Need State 2,3184
2022,12,Need State 2,12126
2022,13,Need State 2,7136
2022,14,Need State 2,18642
2022,15,Need State 2,15803
2022,16,Need State 2,2271
2022,17,Need State 2,5349
2022,18,Need State 2,12017
2022,19,Need State 2,1356
2022,20,Need State 2,13937
2022,21,Need State 2,3457
2022,22,Need State 2,8353
2022,23,Need State 2,16855
2022,24,Need State 2,3299
2022,25,Need State 2,3644
2022,26,Need State 2,17096
2022,27,Need State 2,17525
2022,28,Need State 2,14644
2022,29,Need State 2,1492
2022,30,Need State 2,7231
2022,31,Need State 2,4268
2022,32,Need State 2,2142
2022,33,Need State 2,5104
2022,34,Need State 2,13268
2022,35,Need State 2,9230
2022,36,Need State 2,5199
2022,37,Need State 2,12371
2022,38,Need State 2,14704
2022,39,Need State 2,2995
2022,40,Need State 2,11110
2022,41,Need State 2,12424
2022,42,Need State 2,19170
2022,43,Need State 2,1490
2022,44,Need State 2,15699
2022,45,Need State 2,10239
2022,46,Need State 2,16091
2022,47,Need State 2,5556
2022,48,Need State 2,8196
2022,49,Need State 2,9928
2022,50,Need State 2,8168
2022,51,Need State 2,15797
2022,52,Need State 2,6374
2023,1,Need State 2,11864
2023,2,Need State 2,8033
2023,3,Need State 2,847
2023,4,Need State 2,2935
2023,5,Need State 2,1554
2023,6,Need State 2,3008
2023,7,Need State 2,14638
2023,8,Need State 2,6183
2023,9,Need State 2,8043
2023,10,Need State 2,3854
2023,11,Need State 2,10779
2023,12,Need State 2,19843
2023,13,Need State 2,19304
2023,14,Need State 2,5337
2023,15,Need State 2,7096
2023,16,Need State 2,12679
2023,17,Need State 2,1855
2023,18,Need State 2,5383
2023,19,Need State 2,18718
2023,20,Need State 2,1998
2023,21,Need State 2,9994
2023,22,Need State 2,8282
2023,23,Need State 2,18878
2023,24,Need State 2,6186
2023,25,Need State 2,18200
2023,26,Need State 2,13853
2023,27,Need State 2,18549
2023,28,Need State 2,934
2023,29,Need State 2,15175
2023,30,Need State 2,3156
2023,31,Need State 2,19389
2023,32,Need State 2,7081
2023,33,Need State 2,10631
2023,34,Need State 2,2287
2023,35,Need State 2,9717
2023,36,Need State 2,13671
2023,37,Need State 2,3165
2023,38,Need State 2,13279
2023,39,Need State 2,16559
2023,40,Need State 2,6808
2023,41,Need State 2,2361
2023,42,Need State 2,15952
2023,43,Need State 2,19451
2023,46,Need State 2,14362
2023,50,Need State 2,4216
2021,1,Need State 3,1563
2021,2,Need State 3,8658
2021,3,Need State 3,4032
2021,4,Need State 3,13935
2021,5,Need State 3,13601
2021,6,Need State 3,4685
2021,7,Need State 3,7471
2021,8,Need State 3,10188
2021,9,Need State 3,12082
2021,10,Need State 3,18363
2021,11,Need State 3,14061
2021,12,Need State 3,1112
2021,13,Need State 3,8896
2021,14,Need State 3,8948
2021,15,Need State 3,754
2021,16,Need State 3,12105
2021,17,Need State 3,14193
2021,18,Need State 3,3326
2021,19,Need State 3,3272
2021,20,Need State 3,15571
2021,21,Need State 3,18291
2021,22,Need State 3,7719
2021,23,Need State 3,16464
2021,24,Need State 3,6705
2021,25,Need State 3,7282
2021,26,Need State 3,12591
2021,27,Need State 3,18929
2021,28,Need State 3,14973
2021,29,Need State 3,10813
2021,30,Need State 3,11544
2021,31,Need State 3,18165
2021,32,Need State 3,1717
2021,33,Need State 3,650
2021,34,Need State 3,11890
2021,35,Need State 3,5822
2021,36,Need State 3,14373
2021,37,Need State 3,12460
2021,38,Need State 3,19828
2021,39,Need State 3,13044
2021,40,Need State 3,8627
2021,41,Need State 3,7379
2021,42,Need State 3,2361
2021,43,Need State 3,4702
2021,44,Need State 3,5628
2021,45,Need State 3,19144
2021,46,Need State 3,16445
2021,47,Need State 3,19954
2021,48,Need State 3,16052
2021,49,Need State 3,19431
2021,50,Need State 3,19793
2021,51,Need State 3,1473
2021,52,Need State 3,12488
2022,1,Need State 3,13539
2022,2,Need State 3,16226
2022,3,Need State 3,17129
2022,4,Need State 3,4005
2022,5,Need State 3,19206
2022,6,Need State 3,5812
2022,7,Need State 3,7852
2022,8,Need State 3,8333
2022,9,Need State 3,14691
2022,10,Need State 3,15082
2022,11,Need State 3,9363
2022,12,Need State 3,14989
2022,13,Need State 3,10890
2022,14,Need State 3,2995
2022,15,Need State 3,2866
2022,16,Need State 3,3800
2022,17,Need State 3,2985
2022,18,Need State 3,14287
2022,19,Need State 3,18094
2022,20,Need State 3,7449
2022,21,Need State 3,19300
2022,22,Need State 3,11526
2022,23,Need State 3,2288
2022,24,Need State 3,16099
2022,25,Need State 3,6012
2022,26,Need State 3,9777
2022,27,Need State 3,15788
2022,28,Need State 3,5721
2022,29,Need State 3,4693
2022,30,Need State 3,3063
2022,31,Need State 3,12152
2022,32,Need State 3,5679
2022,33,Need State 3,8701
2022,34,Need State 3,10065
2022,35,Need State 3,9757
2022,36,Need State 3,11544
2022,37,Need State 3,8217
2022,38,Need State 3,12059
2022,39,Need State 3,2290
2022,40,Need State 3,6528
2022,41,Need State 3,4209
2022,42,Need State 3,6940
2022,43,Need State 3,10284
2022,44,Need State 3,13658
2022,45,Need State 3,18586
2022,46,Need State 3,16996
2022,47,Need State 3,18732
2022,48,Need State 3,15679
2022,49,Need State 3,18599
2022,50,Need State 3,6722
2022,51,Need State 3,1525
2022,52,Need State 3,18636
2023,1,Need State 3,5476
2023,2,Need State 3,4680
2023,3,Need State 3,5202
2023,4,Need State 3,10209
2023,5,Need State 3,7196
2023,6,Need State 3,17276
2023,7,Need State 3,7966
2023,8,Need State 3,13685
2023,9,Need State 3,16806
2023,10,Need State 3,5227
2023,11,Need State 3,19917
2023,12,Need State 3,13690
2023,13,Need State 3,19307
2023,14,Need State 3,9178
2023,15,Need State 3,9614
2023,16,Need State 3,16725
2023,17,Need State 3,15710
2023,18,Need State 3,19529
2023,19,Need State 3,13302
2023,20,Need State 3,12886
2023,21,Need State 3,5937
2023,22,Need State 3,9421
2023,23,Need State 3,4078
2023,24,Need State 3,16016
2023,25,Need State 3,18991
2023,26,Need State 3,8154
2023,27,Need State 3,553
2023,28,Need State 3,4181
2023,29,Need State 3,13121
2023,30,Need State 3,19118
2023,31,Need State 3,18497
2023,32,Need State 3,1857
2023,33,Need State 3,5264
2023,34,Need State 3,2838
2023,35,Need State 3,11765
2023,36,Need State 3,7148
2023,37,Need State 3,11820
2023,38,Need State 3,17354
2023,39,Need State 3,18401
2023,40,Need State 3,12315
2023,41,Need State 3,15546
2023,42,Need State 3,3993
2023,43,Need State 3,12462
2023,46,Need State 3,12145
2023,50,Need State 3,6644
2021,1,Need State 4,18716
2021,2,Need State 4,8069
2021,3,Need State 4,3128
2021,4,Need State 4,9324
2021,5,Need State 4,5460
2021,6,Need State 4,11836
2021,7,Need State 4,16856
2021,8,Need State 4,2027
2021,9,Need State 4,10457
2021,10,Need State 4,6693
2021,11,Need State 4,12707
2021,12,Need State 4,11113
2021,13,Need State 4,19987
2021,14,Need State 4,12160
2021,15,Need State 4,3649
2021,16,Need State 4,17704
2021,17,Need State 4,9250
2021,18,Need State 4,7357
2021,19,Need State 4,19032
2021,20,Need State 4,1948
2021,21,Need State 4,1532
2021,22,Need State 4,715
2021,23,Need State 4,4947
2021,24,Need State 4,17088
2021,25,Need State 4,13623
2021,26,Need State 4,16237
2021,27,Need State 4,15778
2021,28,Need State 4,10276
2021,29,Need State 4,9946
2021,30,Need State 4,3721
2021,31,Need State 4,1185
2021,32,Need State 4,8645
2021,33,Need State 4,9803
2021,34,Need State 4,3351
2021,35,Need State 4,13078
2021,36,Need State 4,2968
2021,37,Need State 4,1919
2021,38,Need State 4,9431
2021,39,Need State 4,7162
2021,40,Need State 4,12629
2021,41,Need State 4,17429
2021,42,Need State 4,4494
2021,43,Need State 4,1638
2021,44,Need State 4,5495
2021,45,Need State 4,12420
2021,46,Need State 4,10062
2021,47,Need State 4,9478
2021,48,Need State 4,12208
2021,49,Need State 4,14339
2021,50,Need State 4,9827
2021,51,Need State 4,16978
2021,52,Need State 4,1887
2022,1,Need State 4,758
2022,2,Need State 4,17316
2022,3,Need State 4,15519
2022,4,Need State 4,931
2022,5,Need State 4,15902
2022,6,Need State 4,12481
2022,7,Need State 4,9229
2022,8,Need State 4,1303
2022,9,Need State 4,12898
2022,10,Need State 4,17196
2022,11,Need State 4,11202
2022,12,Need State 4,11105
2022,13,Need State 4,18139
2022,14,Need State 4,16063
2022,15,Need State 4,10593
2022,16,Need State 4,5221
2022,17,Need State 4,12347
2022,18,Need State 4,2043
2022,19,Need State 4,13485
2022,20,Need State 4,7668
2022,21,Need State 4,17188
2022,22,Need State 4,15154
2022,23,Need State 4,17722
2022,24,Need State 4,4739
2022,25,Need State 4,14012
2022,26,Need State 4,10038
2022,27,Need State 4,10942
2022,28,Need State 4,12651
2022,29,Need State 4,10061
2022,30,Need State 4,15301
2022,31,Need State 4,9584
2022,32,Need State 4,13284
2022,33,Need State 4,19292
2022,34,Need State 4,6946
2022,35,Need State 4,9504
2022,36,Need State 4,2721
2022,37,Need State 4,2752
2022,38,Need State 4,9992
2022,39,Need State 4,16563
2022,40,Need State 4,3329
2022,41,Need State 4,2903
2022,42,Need State 4,5704
2022,43,Need State 4,6185
2022,44,Need State 4,16184
2022,45,Need State 4,4963
2022,46,Need State 4,3730
2022,47,Need State 4,5723
2022,48,Need State 4,3486
2022,49,Need State 4,7460
2022,50,Need State 4,18565
2022,51,Need State 4,4349
2022,52,Need State 4,5033
2023,1,Need State 4,12584
2023,2,Need State 4,10693
2023,3,Need State 4,12939
2023,4,Need State 4,12465
2023,5,Need State 4,9551
2023,6,Need State 4,16874
2023,7,Need State 4,15719
2023,8,Need State 4,2409
2023,9,Need State 4,15356
2023,10,Need State 4,16018
2023,11,Need State 4,4175
2023,12,Need State 4,2156
2023,13,Need State 4,1097
2023,14,Need State 4,16289
2023,15,Need State 4,5464
2023,16,Need State 4,2623
2023,17,Need State 4,3173
2023,18,Need State 4,6819
2023,19,Need State 4,7647
2023,20,Need State 4,8351
2023,21,Need State 4,17745
2023,22,Need State 4,6231
2023,23,Need State 4,6520
2023,24,Need State 4,17414
2023,25,Need State 4,10627
2023,26,Need State 4,8637
2023,27,Need State 4,17279
2023,28,Need State 4,13416
2023,29,Need State 4,10627
2023,30,Need State 4,15498
2023,31,Need State 4,17042
2023,32,Need State 4,13673
2023,33,Need State 4,4987
2023,34,Need State 4,5168
2023,35,Need State 4,5804
2023,36,Need State 4,16060
2023,37,Need State 4,7707
2023,38,Need State 4,18168
2023,39,Need State 4,1454
2023,40,Need State 4,7796
2023,41,Need State 4,7217
2023,42,Need State 4,6707
2023,43,Need State 4,1217
2023,46,Need State 4,16973
2023,50,Need State 4,2088
2021,1,Need State 5,5075
2021,2,Need State 5,11307
2021,3,Need State 5,6585
2021,4,Need State 5,6835
2021,5,Need State 5,11902
2021,6,Need State 5,11129
2021,7,Need State 5,1892
2021,8,Need State 5,9102
2021,9,Need State 5,3859
2021,10,Need State 5,17165
2021,11,Need State 5,12794
2021,12,Need State 5,11245
2021,13,Need State 5,11247
2021,14,Need State 5,3154
2021,15,Need State 5,6693
2021,16,Need State 5,14309
2021,17,Need State 5,1355
2021,18,Need State 5,7916
2021,19,Need State 5,8035
2021,20,Need State 5,7551
2021,21,Need State 5,12636
2021,22,Need State 5,12621
2021,23,Need State 5,3048
2021,24,Need State 5,10332
2021,25,Need State 5,18355
2021,26,Need State 5,18961
2021,27,Need State 5,2200
2021,28,Need State 5,3489
2021,29,Need State 5,6787
2021,30,Need State 5,2717
2021,31,Need State 5,18523
2021,32,Need State 5,13417
2021,33,Need State 5,19356
2021,34,Need State 5,720
2021,35,Need State 5,776
2021,36,Need State 5,12108
2021,37,Need State 5,15017
2021,38,Need State 5,2721
2021,39,Need State 5,13042
2021,40,Need State 5,14031
2021,41,Need State 5,11693
2021,42,Need State 5,18285
2021,43,Need State 5,17886
2021,44,Need State 5,14553
2021,45,Need State 5,17624
2021,46,Need State 5,14623
2021,47,Need State 5,3893
2021,48,Need State 5,11913
2021,49,Need State 5,19453
2021,50,Need State 5,15210
2021,51,Need State 5,14126
2021,52,Need State 5,10954
2022,1,Need State 5,3316
2022,2,Need State 5,13125
2022,3,Need State 5,10302
2022,4,Need State 5,17986
2022,5,Need State 5,12486
2022,6,Need State 5,8329
2022,7,Need State 5,11729
2022,8,Need State 5,13458
2022,9,Need State 5,15148
2022,10,Need State 5,16178
2022,11,Need State 5,17272
2022,12,Need State 5,14896
2022,13,Need State 5,10921
2022,14,Need State 5,9879
2022,15,Need State 5,12408
2022,16,Need State 5,7682
2022,17,Need State 5,7132
2022,18,Need State 5,12461
2022,19,Need State 5,1694
2022,20,Need State 5,8731
2022,21,Need State 5,10770
2022,22,Need State 5,4437
2022,23,Need State 5,14580
2022,24,Need State 5,11165
2022,25,Need State 5,18017
2022,26,Need State 5,5432
2022,27,Need State 5,3225
2022,28,Need State 5,15454
2022,29,Need State 5,1761
2022,30,Need State 5,15983
2022,31,Need State 5,4078
2022,32,Need State 5,17524
2022,33,Need State 5,15224
2022,34,Need State 5,1026
2022,35,Need State 5,5918
2022,36,Need State 5,15816
2022,37,Need State 5,9184
2022,38,Need State 5,17348
2022,39,Need State 5,13689
2022,40,Need State 5,18973
2022,41,Need State 5,14558
2022,42,Need State 5,17220
2022,43,Need State 5,9249
2022,44,Need State 5,10895
2022,45,Need State 5,10721
2022,46,Need State 5,19101
2022,47,Need State 5,5314
2022,48,Need State 5,9517
2022,49,Need State 5,9099
2022,50,Need State 5,8852
2022,51,Need State 5,15504
2022,52,Need State 5,17744
2023,1,Need State 5,2225
2023,2,Need State 5,16606
2023,3,Need State 5,19436
2023,4,Need State 5,14866
2023,5,Need State 5,5160
2023,6,Need State 5,11604
2023,7,Need State 5,9881
2023,8,Need State 5,8878
2023,9,Need State 5,1764
2023,10,Need State 5,8803
2023,11,Need State 5,16816
2023,12,Need State 5,7584
2023,13,Need State 5,6450
2023,14,Need State 5,2378
2023,15,Need State 5,14354
2023,16,Need State 5,9439
2023,17,Need State 5,8923
2023,18,Need State 5,1318
2023,19,Need State 5,3872
2023,20,Need State 5,13898
2023,21,Need State 5,13669
2023,22,Need State 5,11709
2023,23,Need State 5,15664
2023,24,Need State 5,18015
2023,25,Need State 5,6115
2023,26,Need State 5,3126
2023,27,Need State 5,13896
2023,28,Need State 5,11442
2023,29,Need State 5,9603
2023,30,Need State 5,11066
2023,31,Need State 5,13210
2023,32,Need State 5,17362
2023,33,Need State 5,11985
2023,34,Need State 5,10136
2023,35,Need State 5,9437
2023,36,Need State 5,12835
2023,37,Need State 5,13570
2023,38,Need State 5,4730
2023,39,Need State 5,5446
2023,40,Need State 5,3452
2023,41,Need State 5,9652
2023,42,Need State 5,17320
2023,43,Need State 5,4638
2023,46,Need State 5,575
2023,50,Need State 5,538
